duration,duration_seconds,start_time,start_station,start_terminal,end_time,end_station,end_terminal,bike_number,rider_type,id
0h 9m 15sec.,555.0,2012-01-01 20:45:00,14th & V St NW,31101.0,2012-01-01 20:55:00,Calvert St & Woodley Pl NW,31106.0,W00861,Registered,2111
0h 7m 47sec.,467.0,2012-01-01 20:46:00,11th & H St NE,31614.0,2012-01-01 20:54:00,1st & M St NE,31603.0,W00870,Registered,2112
0h 7m 44sec.,464.0,2012-01-01 20:48:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 20:55:00,11th & Kenyon St NW,31102.0,W00555,Registered,2113
0h 16m 50sec.,1010.0,2012-01-01 20:48:00,3000 Connecticut Ave NW / National Zoo,31307.0,2012-01-01 21:04:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,W00455,Registered,2114
0h 22m 40sec.,1360.0,2012-01-01 20:49:00,19th St & Constitution Ave NW,31235.0,2012-01-01 21:11:00,19th St & Constitution Ave NW,31235.0,W00718,Casual,2115
0h 22m 6sec.,1326.0,2012-01-01 20:49:00,19th St & Constitution Ave NW,31235.0,2012-01-01 21:11:00,19th St & Constitution Ave NW,31235.0,W00475,Casual,2116
0h 3m 21sec.,201.0,2012-01-01 20:49:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 20:53:00,11th & Kenyon St NW,31102.0,W00728,Registered,2117
0h 2m 53sec.,173.0,2012-01-01 20:50:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 20:53:00,11th & Kenyon St NW,31102.0,W00628,Registered,2118
0h 4m 33sec.,273.0,2012-01-01 20:51:00,17th & Corcoran St NW,31214.0,2012-01-01 20:55:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00388,Registered,2119
0h 4m 26sec.,266.0,2012-01-01 20:51:00,17th & Corcoran St NW,31214.0,2012-01-01 20:55:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00117,Registered,2120
0h 6m 27sec.,387.0,2012-01-01 20:52:00,4th & D St NW / Judiciary Square,31621.0,2012-01-01 20:58:00,7th & F St NW / National Portrait Gallery,31232.0,W00571,Casual,2121
0h 9m 9sec.,549.0,2012-01-01 20:52:00,19th & L St NW,31224.0,2012-01-01 21:01:00,5th St & K St NW,31600.0,W00184,Registered,2122
0h 5m 45sec.,345.0,2012-01-01 20:52:00,4th & D St NW / Judiciary Square,31621.0,2012-01-01 20:58:00,7th & F St NW / National Portrait Gallery,31232.0,W00580,Casual,2123
0h 18m 14sec.,1094.0,2012-01-01 20:53:00,North Capitol St & F St NW,31624.0,2012-01-01 21:11:00,1st & N ST SE,31209.0,W01306,Registered,2124
0h 5m 36sec.,336.0,2012-01-01 20:56:00,16th & Harvard St NW,31103.0,2012-01-01 21:02:00,California St & Florida Ave NW,31116.0,W00786,Registered,2125
0h 4m 37sec.,277.0,2012-01-01 20:57:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 21:01:00,14th St & Spring Rd NW,31401.0,W00761,Registered,2126
0h 19m 18sec.,1158.0,2012-01-01 20:58:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 21:17:00,1st & Rhode Island Ave NW,31506.0,W00169,Registered,2127
0h 9m 52sec.,592.0,2012-01-01 20:59:00,16th & Harvard St NW,31103.0,2012-01-01 21:09:00,14th St & Spring Rd NW,31401.0,W00602,Registered,2128
0h 3m 30sec.,210.0,2012-01-01 21:01:00,14th St & Spring Rd NW,31401.0,2012-01-01 21:05:00,Park Rd & Holmead Pl NW,31602.0,W00884,Registered,2129
0h 3m 9sec.,189.0,2012-01-01 21:03:00,16th & U St NW,31229.0,2012-01-01 21:06:00,14th & V St NW,31101.0,W00150,Registered,2130
0h 11m 55sec.,715.0,2012-01-01 21:04:00,Florida Ave & R St NW,31503.0,2012-01-01 21:15:00,13th & H St NE,31611.0,W01366,Registered,2131
0h 11m 52sec.,712.0,2012-01-01 21:04:00,Florida Ave & R St NW,31503.0,2012-01-01 21:15:00,13th & H St NE,31611.0,W01136,Registered,2132
0h 4m 31sec.,271.0,2012-01-01 21:04:00,Eckington Pl & Q St NE,31505.0,2012-01-01 21:09:00,Florida Ave & R St NW,31503.0,W01248,Registered,2133
0h 4m 40sec.,280.0,2012-01-01 21:05:00,11th & Kenyon St NW,31102.0,2012-01-01 21:09:00,Georgia & New Hampshire Ave NW,31400.0,W00040,Registered,2134
0h 3m 46sec.,226.0,2012-01-01 21:05:00,15th & P St NW,31201.0,2012-01-01 21:09:00,15th & P St NW,31201.0,W01107,Registered,2135
0h 22m 20sec.,1340.0,2012-01-01 21:08:00,14th & Harvard St NW,31105.0,2012-01-01 21:30:00,25th St & Pennsylvania Ave NW,31237.0,W00829,Casual,2136
0h 9m 11sec.,551.0,2012-01-01 21:08:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 21:17:00,7th & T St NW,31109.0,W00425,Casual,2137
0h 6m 40sec.,400.0,2012-01-01 21:10:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 21:17:00,Georgia & New Hampshire Ave NW,31400.0,W00857,Registered,2138
0h 7m 17sec.,437.0,2012-01-01 21:11:00,Eastern Market / 7th & North Carolina Ave SE,31610.0,2012-01-01 21:18:00,13th & D St NE,31622.0,W00842,Registered,2139
0h 10m 56sec.,656.0,2012-01-01 21:12:00,1st & N ST SE,31209.0,2012-01-01 21:23:00,1st & N ST SE,31209.0,W01306,Registered,2140
0h 24m 8sec.,1448.0,2012-01-01 21:12:00,19th St & Constitution Ave NW,31235.0,2012-01-01 21:36:00,21st & I St NW,31205.0,W00475,Casual,2141
0h 3m 52sec.,232.0,2012-01-01 21:12:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 21:16:00,8th & Eye St SE / Barracks Row,31608.0,W00714,Registered,2142
0h 3m 19sec.,199.0,2012-01-01 21:12:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 21:16:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W01302,Registered,2143
0h 24m 9sec.,1449.0,2012-01-01 21:12:00,19th St & Constitution Ave NW,31235.0,2012-01-01 21:37:00,21st & I St NW,31205.0,W00718,Casual,2144
0h 5m 16sec.,316.0,2012-01-01 21:13:00,Georgia Ave and Fairmont St NW,31207.0,2012-01-01 21:18:00,1st & Rhode Island Ave NW,31506.0,W00094,Registered,2145
0h 3m 38sec.,218.0,2012-01-01 21:14:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 21:18:00,Lamont & Mt Pleasant NW,31107.0,W00629,Registered,2146
0h 11m 10sec.,670.0,2012-01-01 21:14:00,10th & Monroe St NE,31504.0,2012-01-01 21:25:00,Eckington Pl & Q St NE,31505.0,W00137,Registered,2147
0h 9m 10sec.,550.0,2012-01-01 21:14:00,Columbus Circle / Union Station,31623.0,2012-01-01 21:23:00,5th & F St NW,31620.0,W00783,Registered,2148
0h 3m 46sec.,226.0,2012-01-01 21:15:00,Columbia Rd & Belmont St NW,31113.0,2012-01-01 21:18:00,17th & Corcoran St NW,31214.0,W00269,Registered,2149
0h 18m 58sec.,1138.0,2012-01-01 21:15:00,Thomas Circle,31241.0,2012-01-01 21:34:00,16th & Harvard St NW,31103.0,W00454,Registered,2150
0h 17m 4sec.,1024.0,2012-01-01 21:15:00,16th & Harvard St NW,31103.0,2012-01-01 21:32:00,Adams Mill & Columbia Rd NW,31104.0,W00326,Registered,2151
0h 6m 38sec.,398.0,2012-01-01 21:16:00,1st & M St NE,31603.0,2012-01-01 21:22:00,11th & H St NE,31614.0,W01224,Registered,2152
0h 11m 12sec.,672.0,2012-01-01 21:18:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 21:30:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,W01355,Registered,2153
0h 11m 4sec.,664.0,2012-01-01 21:18:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 21:29:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,W01178,Registered,2154
0h 15m 53sec.,953.0,2012-01-01 21:20:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 21:36:00,5th & F St NW,31620.0,W00884,Registered,2155
0h 4m 37sec.,277.0,2012-01-01 21:22:00,14th & Harvard St NW,31105.0,2012-01-01 21:27:00,14th St & Spring Rd NW,31401.0,W00834,Registered,2156
0h 1m 22sec.,82.0,2012-01-01 21:22:00,15th & P St NW,31201.0,2012-01-01 21:24:00,14th & Rhode Island Ave NW,31203.0,W00733,Registered,2157
0h 9m 26sec.,566.0,2012-01-01 21:23:00,California St & Florida Ave NW,31116.0,2012-01-01 21:33:00,Lamont & Mt Pleasant NW,31107.0,W00214,Registered,2158
0h 8m 15sec.,495.0,2012-01-01 21:24:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 21:32:00,7th & R St NW / Shaw Library,31245.0,W00114,Registered,2159
0h 11m 25sec.,685.0,2012-01-01 21:24:00,M St & Pennsylvania Ave NW,31246.0,2012-01-01 21:36:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00770,Registered,2160
0h 0m 10sec.,10.0,2012-01-01 21:24:00,14th & R St NW,31202.0,2012-01-01 21:24:00,14th & R St NW,31202.0,W01102,Registered,2161
0h 11m 9sec.,669.0,2012-01-01 21:24:00,M St & Pennsylvania Ave NW,31246.0,2012-01-01 21:36:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00207,Registered,2162
0h 4m 58sec.,298.0,2012-01-01 21:25:00,3000 Connecticut Ave NW / National Zoo,31307.0,2012-01-01 21:30:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,W00760,Registered,2163
0h 5m 5sec.,305.0,2012-01-01 21:25:00,3000 Connecticut Ave NW / National Zoo,31307.0,2012-01-01 21:30:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,W00033,Registered,2164
0h 9m 5sec.,545.0,2012-01-01 21:26:00,Florida Ave & R St NW,31503.0,2012-01-01 21:35:00,8th & H St NW,31228.0,W00342,Registered,2165
0h 1m 35sec.,95.0,2012-01-01 21:26:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 21:28:00,15th & P St NW,31201.0,W00315,Registered,2166
0h 7m 2sec.,422.0,2012-01-01 21:28:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 21:35:00,14th & R St NW,31202.0,W00117,Registered,2167
0h 20m 30sec.,1230.0,2012-01-01 21:29:00,11th & H St NE,31614.0,2012-01-01 21:49:00,15th & P St NW,31201.0,W00510,Registered,2168
0h 10m 7sec.,607.0,2012-01-01 21:29:00,11th & H St NE,31614.0,2012-01-01 21:39:00,5th St & K St NW,31600.0,W00142,Registered,2169
0h 34m 16sec.,2056.0,2012-01-01 21:30:00,20th St & Florida Ave NW,31110.0,2012-01-01 22:05:00,Florida Ave & R St NW,31503.0,W00557,Casual,2170
0h 14m 29sec.,869.0,2012-01-01 21:32:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 21:46:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01346,Registered,2171
0h 13m 58sec.,838.0,2012-01-01 21:32:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 21:46:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01174,Registered,2172
0h 8m 28sec.,508.0,2012-01-01 21:37:00,7th & Water St SW / SW Waterfront,31609.0,2012-01-01 21:46:00,8th & H St NW,31228.0,W01417,Registered,2173
0h 9m 33sec.,573.0,2012-01-01 21:38:00,14th & R St NW,31202.0,2012-01-01 21:47:00,4th St & Massachusetts Ave NW,31604.0,W01102,Registered,2174
0h 9m 47sec.,587.0,2012-01-01 21:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 21:48:00,Adams Mill & Columbia Rd NW,31104.0,W00358,Registered,2175
0h 9m 32sec.,572.0,2012-01-01 21:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 21:48:00,Adams Mill & Columbia Rd NW,31104.0,W00215,Registered,2176
0h 8m 2sec.,482.0,2012-01-01 21:39:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 21:47:00,13th & D St NE,31622.0,W00279,Registered,2177
0h 12m 17sec.,737.0,2012-01-01 21:39:00,5th & F St NW,31620.0,2012-01-01 21:52:00,13th & D St NE,31622.0,W01112,Registered,2178
0h 9m 59sec.,599.0,2012-01-01 21:40:00,5th St & K St NW,31600.0,2012-01-01 21:50:00,15th & P St NW,31201.0,W00821,Registered,2179
0h 12m 17sec.,737.0,2012-01-01 21:40:00,5th & F St NW,31620.0,2012-01-01 21:52:00,13th & D St NE,31622.0,W00193,Registered,2180
0h 0m 16sec.,16.0,2012-01-01 21:42:00,14th St Heights / 14th & Crittenden St NW,31402.0,2012-01-01 21:42:00,14th St Heights / 14th & Crittenden St NW,31402.0,W00731,Registered,2181
0h 3m 28sec.,208.0,2012-01-01 21:42:00,Metro Center / 12th & G St NW,31230.0,2012-01-01 21:46:00,5th & F St NW,31620.0,W00662,Registered,2182
0h 17m 10sec.,1030.0,2012-01-01 21:43:00,14th St Heights / 14th & Crittenden St NW,31402.0,2012-01-01 22:00:00,1st & Rhode Island Ave NW,31506.0,W00340,Registered,2183
0h 13m 51sec.,831.0,2012-01-01 21:45:00,16th & Harvard St NW,31103.0,2012-01-01 21:58:00,4th St & Rhode Island Ave NE,31500.0,W00852,Registered,2184
0h 13m 56sec.,836.0,2012-01-01 21:45:00,16th & Harvard St NW,31103.0,2012-01-01 21:59:00,4th St & Rhode Island Ave NE,31500.0,W00997,Registered,2185
0h 5m 38sec.,338.0,2012-01-01 21:45:00,15th & P St NW,31201.0,2012-01-01 21:51:00,14th & V St NW,31101.0,W01182,Registered,2186
10h 9m 17sec.,36557.0,2012-01-01 21:46:00,21st & M St NW,31212.0,2012-01-02 07:55:00,21st & M St NW,31212.0,W00654,Casual,2187
0h 16m 26sec.,986.0,2012-01-01 21:47:00,21st & I St NW,31205.0,2012-01-01 22:03:00,M St & Pennsylvania Ave NW,31246.0,W00718,Casual,2188
0h 15m 42sec.,942.0,2012-01-01 21:48:00,21st & I St NW,31205.0,2012-01-01 22:03:00,M St & Pennsylvania Ave NW,31246.0,W00475,Casual,2189
0h 27m 41sec.,1661.0,2012-01-01 21:51:00,18th & M St NW,31221.0,2012-01-01 22:18:00,13th & D St NE,31622.0,W00377,Registered,2190
0h 27m 20sec.,1640.0,2012-01-01 21:51:00,18th & M St NW,31221.0,2012-01-01 22:18:00,13th & D St NE,31622.0,W00982,Registered,2191
0h 8m 21sec.,501.0,2012-01-01 21:51:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 22:00:00,16th & U St NW,31229.0,W00415,Registered,2192
0h 11m 20sec.,680.0,2012-01-01 21:52:00,19th St & Constitution Ave NW,31235.0,2012-01-01 22:03:00,20th St & Florida Ave NW,31110.0,W01311,Registered,2193
0h 0m 57sec.,57.0,2012-01-01 21:53:00,Columbia Rd & Belmont St NW,31113.0,2012-01-01 21:54:00,Columbia Rd & Belmont St NW,31113.0,W00847,Registered,2194
1h 17m 28sec.,4648.0,2012-01-01 21:53:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,2012-01-01 23:10:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,W00668,Casual,2195
1h 14m 35sec.,4475.0,2012-01-01 21:55:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,2012-01-01 23:10:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,W00463,Casual,2196
0h 18m 29sec.,1109.0,2012-01-01 21:55:00,New York Ave & 15th St NW,31222.0,2012-01-01 22:14:00,14th & D St SE,31607.0,W01337,Registered,2197
0h 2m 19sec.,139.0,2012-01-01 21:56:00,23rd & Crystal Dr,31011.0,2012-01-01 21:58:00,23rd & Eads,31013.0,W00817,Registered,2198
0h 15m 14sec.,914.0,2012-01-01 21:57:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,2012-01-01 22:12:00,1st & Rhode Island Ave NW,31506.0,W00910,Registered,2199
0h 12m 51sec.,771.0,2012-01-01 22:00:00,36th & Calvert St NW / Glover Park,31304.0,2012-01-01 22:13:00,Thomas Circle,31241.0,W01365,Registered,2200
0h 8m 41sec.,521.0,2012-01-01 22:01:00,10th & U St NW,31111.0,2012-01-01 22:09:00,Columbia Rd & Belmont St NW,31113.0,W00074,Registered,2201
0h 8m 49sec.,529.0,2012-01-01 22:01:00,10th & U St NW,31111.0,2012-01-01 22:09:00,Columbia Rd & Belmont St NW,31113.0,W00647,Casual,2202
0h 8m 58sec.,538.0,2012-01-01 22:03:00,Van Ness Metro / UDC,31300.0,2012-01-01 22:12:00,3000 Connecticut Ave NW / National Zoo,31307.0,W01160,Registered,2203
0h 8m 1sec.,481.0,2012-01-01 22:03:00,North Capitol St & F St NW,31624.0,2012-01-01 22:11:00,11th & H St NE,31614.0,W00868,Registered,2204
0h 7m 46sec.,466.0,2012-01-01 22:03:00,7th & R St NW / Shaw Library,31245.0,2012-01-01 22:11:00,17th & Corcoran St NW,31214.0,W00114,Registered,2205
0h 12m 18sec.,738.0,2012-01-01 22:03:00,4th St & Massachusetts Ave NW,31604.0,2012-01-01 22:15:00,14th & R St NW,31202.0,W00680,Registered,2206
0h 29m 35sec.,1775.0,2012-01-01 22:04:00,M St & Pennsylvania Ave NW,31246.0,2012-01-01 22:34:00,Lynn & 19th St North,31014.0,W00475,Casual,2207
0h 14m 14sec.,854.0,2012-01-01 22:05:00,7th & T St NW,31109.0,2012-01-01 22:19:00,20th St & Florida Ave NW,31110.0,W00425,Casual,2208
0h 29m 0sec.,1740.0,2012-01-01 22:05:00,M St & Pennsylvania Ave NW,31246.0,2012-01-01 22:34:00,Lynn & 19th St North,31014.0,W00718,Casual,2209
0h 14m 4sec.,844.0,2012-01-01 22:05:00,7th & T St NW,31109.0,2012-01-01 22:19:00,20th St & Florida Ave NW,31110.0,W00021,Casual,2210
0h 6m 23sec.,383.0,2012-01-01 22:06:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 22:13:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W00060,Registered,2211
0h 6m 16sec.,376.0,2012-01-01 22:06:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 22:13:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W00345,Registered,2212
0h 12m 56sec.,776.0,2012-01-01 22:07:00,Florida Ave & R St NW,31503.0,2012-01-01 22:19:00,17th & Corcoran St NW,31214.0,W00557,Casual,2213
0h 5m 35sec.,335.0,2012-01-01 22:07:00,10th & U St NW,31111.0,2012-01-01 22:12:00,1st & Rhode Island Ave NW,31506.0,W00093,Registered,2214
0h 4m 30sec.,270.0,2012-01-01 22:08:00,Columbus Circle / Union Station,31623.0,2012-01-01 22:12:00,11th & H St NE,31614.0,W01270,Registered,2215
0h 12m 48sec.,768.0,2012-01-01 22:08:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 22:20:00,3rd & H St NE,31616.0,W01346,Registered,2216
0h 11m 5sec.,665.0,2012-01-01 22:08:00,8th & H St NW,31228.0,2012-01-01 22:19:00,13th & D St NE,31622.0,W00342,Registered,2217
0h 13m 48sec.,828.0,2012-01-01 22:09:00,C & O Canal & Wisconsin Ave NW,31225.0,2012-01-01 22:23:00,16th & U St NW,31229.0,W00570,Registered,2218
0h 6m 53sec.,413.0,2012-01-01 22:10:00,17th & Corcoran St NW,31214.0,2012-01-01 22:17:00,8th & H St NW,31228.0,W00269,Registered,2219
0h 8m 38sec.,518.0,2012-01-01 22:10:00,8th & H St NW,31228.0,2012-01-01 22:19:00,14th & Rhode Island Ave NW,31203.0,W00079,Casual,2220
0h 3m 56sec.,236.0,2012-01-01 22:11:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 22:15:00,17th & Corcoran St NW,31214.0,W00987,Registered,2221
0h 3m 54sec.,234.0,2012-01-01 22:11:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 22:15:00,17th & Corcoran St NW,31214.0,W00207,Registered,2222
0h 7m 53sec.,473.0,2012-01-01 22:11:00,8th & H St NW,31228.0,2012-01-01 22:19:00,14th & Rhode Island Ave NW,31203.0,W00409,Casual,2223
0h 14m 57sec.,897.0,2012-01-01 22:11:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 22:26:00,10th & Monroe St NE,31504.0,W01214,Registered,2224
0h 10m 52sec.,652.0,2012-01-01 22:11:00,8th & H St NW,31228.0,2012-01-01 22:22:00,1st & Rhode Island Ave NW,31506.0,W01417,Registered,2225
0h 19m 12sec.,1152.0,2012-01-01 22:11:00,5th St & K St NW,31600.0,2012-01-01 22:31:00,4th & M St SW,31108.0,W01198,Casual,2226
0h 4m 1sec.,241.0,2012-01-01 22:12:00,Florida Ave & R St NW,31503.0,2012-01-01 22:16:00,7th & T St NW,31109.0,W00840,Registered,2227
0h 8m 21sec.,501.0,2012-01-01 22:14:00,6th & H St NE,31615.0,2012-01-01 22:23:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W00642,Registered,2228
0h 16m 5sec.,965.0,2012-01-01 22:15:00,6th & H St NE,31615.0,2012-01-01 22:31:00,14th & V St NW,31101.0,W01319,Registered,2229
0h 35m 15sec.,2115.0,2012-01-01 22:16:00,14th St & Spring Rd NW,31401.0,2012-01-01 22:51:00,13th & D St NE,31622.0,W00602,Registered,2230
0h 10m 58sec.,658.0,2012-01-01 22:16:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 22:27:00,15th & P St NW,31201.0,W00058,Registered,2231
0h 4m 35sec.,275.0,2012-01-01 22:16:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 22:21:00,5th St & K St NW,31600.0,W01123,Registered,2232
0h 3m 50sec.,230.0,2012-01-01 22:16:00,4th & East Capitol St NE,31618.0,2012-01-01 22:20:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,W00489,Registered,2233
0h 12m 7sec.,727.0,2012-01-01 22:17:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 22:29:00,18th & M St NW,31221.0,W00580,Registered,2234
0h 17m 56sec.,1076.0,2012-01-01 22:18:00,20th St & Florida Ave NW,31110.0,2012-01-01 22:36:00,Park Rd & Holmead Pl NW,31602.0,W01311,Registered,2235
0h 5m 55sec.,355.0,2012-01-01 22:24:00,17th & Corcoran St NW,31214.0,2012-01-01 22:30:00,20th St & Florida Ave NW,31110.0,W00557,Casual,2236
0h 0m 33sec.,33.0,2012-01-01 22:26:00,8th & H St NW,31228.0,2012-01-01 22:27:00,8th & H St NW,31228.0,W00641,Registered,2237
0h 10m 9sec.,609.0,2012-01-01 22:27:00,8th & H St NW,31228.0,2012-01-01 22:37:00,14th & Rhode Island Ave NW,31203.0,W01467,Registered,2238
0h 6m 46sec.,406.0,2012-01-01 22:28:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 22:35:00,14th & Rhode Island Ave NW,31203.0,W00242,Registered,2239
0h 15m 48sec.,948.0,2012-01-01 22:29:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 22:45:00,15th & P St NW,31201.0,W00571,Registered,2240
0h 6m 5sec.,365.0,2012-01-01 22:30:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-01 22:36:00,Wisconsin Ave & Macomb St NW,31302.0,W01451,Registered,2241
0h 5m 56sec.,356.0,2012-01-01 22:31:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-01 22:37:00,Wisconsin Ave & Macomb St NW,31302.0,W01210,Registered,2242
0h 8m 12sec.,492.0,2012-01-01 22:31:00,7th & T St NW,31109.0,2012-01-01 22:39:00,16th & U St NW,31229.0,W00815,Registered,2243
0h 2m 24sec.,144.0,2012-01-01 22:31:00,3000 Connecticut Ave NW / National Zoo,31307.0,2012-01-01 22:33:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,W00538,Registered,2244
0h 5m 20sec.,320.0,2012-01-01 22:33:00,14th & R St NW,31202.0,2012-01-01 22:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00117,Registered,2245
0h 5m 15sec.,315.0,2012-01-01 22:33:00,14th & R St NW,31202.0,2012-01-01 22:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01220,Registered,2246
0h 9m 8sec.,548.0,2012-01-01 22:34:00,11th & Kenyon St NW,31102.0,2012-01-01 22:43:00,Thomas Circle,31241.0,W00799,Registered,2247
1h 30m 12sec.,5412.0,2012-01-01 22:35:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-02 00:06:00,M St & New Jersey Ave SE,31208.0,W00157,Registered,2248
0h 19m 28sec.,1168.0,2012-01-01 22:37:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 22:56:00,Georgia & New Hampshire Ave NW,31400.0,W01241,Registered,2249
0h 8m 43sec.,523.0,2012-01-01 22:37:00,5th & F St NW,31620.0,2012-01-01 22:46:00,4th & East Capitol St NE,31618.0,W00007,Casual,2250
0h 3m 3sec.,183.0,2012-01-01 22:37:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 22:40:00,Adams Mill & Columbia Rd NW,31104.0,W01250,Registered,2251
0h 3m 3sec.,183.0,2012-01-01 22:37:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 22:40:00,Adams Mill & Columbia Rd NW,31104.0,W01260,Registered,2252
0h 2m 35sec.,155.0,2012-01-01 22:38:00,12th & Hayes St,31001.0,2012-01-01 22:41:00,18th & Hayes St,31004.0,W01468,Registered,2253
0h 21m 57sec.,1317.0,2012-01-01 22:40:00,16th & U St NW,31229.0,2012-01-01 23:02:00,5th & F St NW,31620.0,W00570,Registered,2254
0h 21m 22sec.,1282.0,2012-01-01 22:40:00,8th & H St NW,31228.0,2012-01-01 23:01:00,10th & Monroe St NE,31504.0,W00042,Registered,2255
0h 9m 34sec.,574.0,2012-01-01 22:43:00,Metro Center / 12th & G St NW,31230.0,2012-01-01 22:52:00,20th & E St NW,31204.0,W00772,Registered,2256
0h 4m 59sec.,299.0,2012-01-01 22:46:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 22:51:00,Georgia & New Hampshire Ave NW,31400.0,W01311,Registered,2257
0h 11m 1sec.,661.0,2012-01-01 22:47:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 22:58:00,Calvert St & Woodley Pl NW,31106.0,W00686,Casual,2258
0h 14m 13sec.,853.0,2012-01-01 22:48:00,4th St & Massachusetts Ave NW,31604.0,2012-01-01 23:03:00,25th St & Pennsylvania Ave NW,31237.0,W00656,Registered,2259
0h 10m 24sec.,624.0,2012-01-01 22:53:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,2012-01-01 23:03:00,Van Ness Metro / UDC,31300.0,W01355,Registered,2260
0h 6m 50sec.,410.0,2012-01-01 22:53:00,Florida Ave & R St NW,31503.0,2012-01-01 23:00:00,10th & U St NW,31111.0,W00106,Registered,2261
0h 14m 23sec.,863.0,2012-01-01 22:56:00,Thomas Circle,31241.0,2012-01-01 23:10:00,7th & R St NW / Shaw Library,31245.0,W00799,Registered,2262
0h 5m 14sec.,314.0,2012-01-01 22:57:00,3rd & G St SE,31625.0,2012-01-01 23:02:00,Eastern Market / 7th & North Carolina Ave SE,31610.0,W00487,Registered,2263
0h 5m 44sec.,344.0,2012-01-01 22:59:00,M St & New Jersey Ave SE,31208.0,2012-01-01 23:05:00,3rd & G St SE,31625.0,W00418,Registered,2264
0h 21m 51sec.,1311.0,2012-01-01 22:59:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 23:21:00,7th & F St NW / National Portrait Gallery,31232.0,W00686,Casual,2265
0h 25m 33sec.,1533.0,2012-01-01 23:01:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 23:27:00,14th & D St SE,31607.0,W01220,Casual,2266
